Price,Close,Volume,High,Low,log_return,target_vol_5d,vol_5d,vol_20d,vol_30d,close,return_5d,vol_change
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,
Date,,,,,,,,,,,,
2023-01-31,23139.283203125,22837828665,23225.021484375,22765.568359375,0.013012288539514132,0.015920908386575044,0.026412521138918548,0.027947287308624526,0.023266002005581668,22840.138671875,0.004613441419678184,-0.16054663799154212
2023-02-01,23723.76953125,26683255504,23764.5390625,22877.75,0.024945734590003956,0.0057788511297360385,0.028552937679312405,0.026662281117708974,0.02335989389432594,23139.283203125,0.027566129535517094,0.16837970436713579
2023-02-02,23471.87109375,32066936882,24167.2109375,23468.595703125,-0.010674749877368259,0.014385973963180327,0.02937201515878251,0.02513965580254363,0.023615688552352642,23723.76953125,0.018957693971242213,0.201762538952301
2023-02-03,23449.322265625,27083066007,23678.103515625,23279.955078125,-0.000961136247671562,0.015360641333942457,0.024881203050221838,0.02296286460553903,0.023723165746374075,23471.87109375,-0.013774777661473558,-0.1554208589781949
2023-02-04,23331.84765625,15639298538,23556.94921875,23291.794921875,-0.0050223137428644544,0.025611392849472184,0.014499745999827245,0.022973758341105464,0.02379440940692678,23449.322265625,0.021299823261613813,-0.422543277265661
2023-02-05,22955.666015625,19564262605,23423.435546875,22841.759765625,-0.016254488231275857,0.02565844015171127,0.015920908386575044,0.023386305013182014,0.02429763476890201,23331.84765625,-0.007966953509176176,0.25096803782236243
2023-02-06,22760.109375,23825006542,23119.279296875,22692.025390625,-0.008555376421285297,0.027518398987925012,0.0057788511297360385,0.023538731351577594,0.024472448005862697,22955.666015625,-0.04146806452046543,0.21778198458198417
2023-02-07,23264.291015625,27187964471,23310.974609375,22756.2578125,0.02191019571493288,0.022481167892853617,0.014385973963180327,0.023026148748484358,0.02456844499719285,22760.109375,-0.00888311892816429,0.1411524451450452
2023-02-08,22939.3984375,25371367758,23367.958984375,22731.09765625,-0.014063722484005989,0.02330498008242467,0.015360641333942457,0.023217830361214747,0.02495963741515176,23264.291015625,-0.021985705164498718,-0.06681620887572037
2023-02-09,21819.0390625,32572572185,22996.4375,21773.974609375,-0.05007294792111713,0.010742731575679981,0.025611392849472184,0.020192233099701366,0.027206846525212817,22939.3984375,-0.06703633934275138,0.28383193589274835
2023-02-10,21651.18359375,27078406594,21941.185546875,21539.392578125,-0.0077228177249046275,0.03823651205811928,0.02565844015171127,0.020173385516301375,0.027068386347742727,21819.0390625,-0.05850466883638016,-0.16867460020643132
2023-02-11,21870.875,16356226232,21891.41015625,21618.44921875,0.010095720621826006,0.04486769856068293,0.027518398987925012,0.02037019371364421,0.025747446331809445,21651.18359375,-0.03985357179326886,-0.3959679209623733
2023-02-12,21788.203125,17821046406,22060.994140625,21682.828125,-0.0037871607629455096,0.04437581622409592,0.022481167892853617,0.020198452107403692,0.02408056108369922,21870.875,-0.06555092827114725,0.08955734368201429
2023-02-13,21808.1015625,23918742607,21898.4140625,21460.087890625,0.0009128497942385424,0.044104251066346786,0.02330498008242467,0.020056940742396345,0.022216575183729746,21788.203125,-0.05057435599290271,0.3421626352393665
2023-02-14,22220.8046875,26792596581,22293.140625,21632.39453125,0.018747466050136215,0.04726511971182669,0.010742731575679981,0.019925078489909195,0.02241136438024384,21808.1015625,0.018246057978350626,0.12015071282045331
2023-02-15,24307.841796875,32483312909,24307.841796875,22082.76953125,0.08977000786319626,0.026667994088059643,0.03823651205811928,0.02858172385296819,0.02749781519711151,22220.8046875,0.11573888356645151,0.21239883602903853
2023-02-16,23623.474609375,39316664596,25134.1171875,23602.5234375,-0.028558101481565734,0.023154879231791124,0.04486769856068293,0.02942512340043431,0.02814761908120242,24307.841796875,0.07708506146305978,0.21036498666694547
2023-02-17,24565.6015625,41358451255,24924.041015625,23460.755859375,0.03910624942610064,0.01500056428869243,0.04437581622409592,0.03060369446810998,0.028415417885286627,23623.474609375,0.11997847165210593,0.05193183806359114
2023-02-18,24641.27734375,19625427158,24798.8359375,24468.373046875,0.0030758236488141917,0.014797076705241647,0.044104251066346786,0.029858525746871683,0.028306486403808208,24565.6015625,0.12214144550668157,-0.5254796404972394
